Index,Year,Country,UNIT,Indicator,Value
,2007,France,"Current prices, million euro",Individual consumption expenditure of general government,"279,149.00"
,2007,France,"Current prices, million euro",Collective consumption expenditure of general government,"154,104.00"
,2007,France,"Current prices, million euro",Household and NPISH final consumption expenditure,"1,068,408.00"
,2007,France,"Current prices, million euro",Final consumption expenditure of households,"1,032,730.00"
,2007,France,"Current prices, million euro",Final consumption expenditure of NPISH,"35,678.00"
,2007,France,"Current prices, million euro",Actual individual consumption,"1,347,557.00"
,2007,France,"Current prices, million euro",Gross capital formation,"469,126.00"
,2007,France,"Current prices, million euro",Gross fixed capital formation,"450,059.00"
,2007,France,"Current prices, million euro",Changes in inventories and acquisitions less disposals of valuables,"19,067.00"
,2007,France,"Current prices, million euro",Changes in inventories,"18,024.00"
,2007,France,"Current prices, million euro",Acquisitions less disposals of valuables,"1,042.00"
,2007,France,"Current prices, million euro",Exports of goods and services,"527,829.00"
,2007,France,"Current prices, million euro",Exports of goods,"404,587.00"
,2007,France,"Current prices, million euro",Exports of services,"123,242.00"
,2007,France,"Current prices, million euro",Imports of goods and services,"552,946.00"
,2007,France,"Current prices, million euro",Imports of goods,"437,253.00"
,2007,France,"Current prices, million euro",Imports of services,"115,694.00"
,2007,France,"Current prices, million euro",External balance of goods and services,"-25,117.00"
,2007,France,"Current prices, million euro",External balance - Goods,"-32,666.00"
,2007,France,"Current prices, million euro",External balance - Services,"7,548.00"
,2007,France,"Current prices, million euro",Compensation of employees,"979,930.00"
,2007,France,"Current prices, million euro",Wages and salaries,"723,782.00"
,2007,France,"Current prices, million euro",Employers' social contributions,"256,149.00"
,2007,France,"Current prices, million euro","Operating surplus and mixed income, gross","709,868.00"
,2007,France,"Current prices, million euro",Taxes on production and imports less subsidies,"255,872.00"
,2007,France,"Current prices, million euro",Taxes on production and imports,"292,005.00"
,2007,France,"Current prices, million euro",Subsidies,"36,133.00"
,2007,France,"Current prices, million euro",Taxes less subsidies on products,"198,849.00"
,2007,France,"Current prices, million euro",Taxes on products,"211,411.00"
,2007,France,"Current prices, million euro",Subsidies on products,"12,562.00"
,2007,France,"Current prices, million euro",Statistical discrepancy (production approach),0
,2007,France,"Current prices, million euro",Statistical discrepancy (expenditure approach),0
,2007,France,"Current prices, million euro",Statistical discrepancy (income approach),0
,2007,France,"Current prices, million euro",Final consumption expenditure and gross capital formation,"1,970,787.00"
,2007,France,"Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","2,498,616.00"
,2007,Croatia,"Current prices, million euro",Gross domestic product at market prices,"43,925.80"
,2007,Croatia,"Current prices, million euro","Value added, gross","37,372.70"
,2007,Croatia,"Current prices, million euro",Final consumption expenditure,"34,070.80"
,2007,Croatia,"Current prices, million euro",Final consumption expenditure of general government,"8,318.10"
,2007,Croatia,"Current prices, million euro",Individual consumption expenditure of general government,"3,892.30"
,2007,Croatia,"Current prices, million euro",Collective consumption expenditure of general government,"4,425.70"
,2007,Croatia,"Current prices, million euro",Household and NPISH final consumption expenditure,"25,752.70"
,2007,Croatia,"Current prices, million euro",Final consumption expenditure of households,"25,365.80"
,2007,Croatia,"Current prices, million euro",Final consumption expenditure of NPISH,386.9
,2007,Croatia,"Current prices, million euro",Actual individual consumption,"29,645.10"
,2007,Croatia,"Current prices, million euro",Gross capital formation,"13,047.30"
,2007,Croatia,"Current prices, million euro",Gross fixed capital formation,"11,771.70"
,2007,Croatia,"Current prices, million euro",Changes in inventories and acquisitions less disposals of valuables,"1,275.60"
,2007,Croatia,"Current prices, million euro",Changes in inventories,"1,275.60"
,2007,Croatia,"Current prices, million euro",Acquisitions less disposals of valuables,:
,2007,Croatia,"Current prices, million euro",Exports of goods and services,"17,131.30"
,2007,Croatia,"Current prices, million euro",Exports of goods,"7,654.90"
,2007,Croatia,"Current prices, million euro",Exports of services,"9,476.30"
,2007,Croatia,"Current prices, million euro",Imports of goods and services,"20,323.50"
,2007,Croatia,"Current prices, million euro",Imports of goods,"17,247.50"
,2007,Croatia,"Current prices, million euro",Imports of services,"3,076.10"
,2007,Croatia,"Current prices, million euro",External balance of goods and services,"-3,192.30"
,2007,Croatia,"Current prices, million euro",External balance - Goods,"-9,592.50"
,2007,Croatia,"Current prices, million euro",External balance - Services,"6,400.20"
,2007,Croatia,"Current prices, million euro",Compensation of employees,"20,815.80"
,2007,Croatia,"Current prices, million euro",Wages and salaries,"18,064.30"
,2007,Croatia,"Current prices, million euro",Employers' social contributions,"2,751.60"
,2007,Croatia,"Current prices, million euro","Operating surplus and mixed income, gross","16,185.50"
,2007,Croatia,"Current prices, million euro",Taxes on production and imports less subsidies,"6,924.40"
,2007,Croatia,"Current prices, million euro",Taxes on production and imports,"7,997.30"
,2007,Croatia,"Current prices, million euro",Subsidies,"1,072.90"
,2007,Croatia,"Current prices, million euro",Taxes less subsidies on products,"6,553.00"
,2007,Croatia,"Current prices, million euro",Taxes on products,"7,625.90"
,2007,Croatia,"Current prices, million euro",Subsidies on products,"1,072.90"
,2007,Croatia,"Current prices, million euro",Statistical discrepancy (production approach),0
,2007,Croatia,"Current prices, million euro",Statistical discrepancy (expenditure approach),:
,2007,Croatia,"Current prices, million euro",Statistical discrepancy (income approach),0
,2007,Croatia,"Current prices, million euro",Final consumption expenditure and gross capital formation,"47,118.00"
,2007,Croatia,"Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","64,249.30"
,2007,Italy,"Current prices, million euro",Gross domestic product at market prices,"1,609,550.80"
,2007,Italy,"Current prices, million euro","Value added, gross","1,445,764.80"
,2007,Italy,"Current prices, million euro",Final consumption expenditure,"1,258,248.40"
,2007,Italy,"Current prices, million euro",Final consumption expenditure of general government,"304,833.00"
,2007,Italy,"Current prices, million euro",Individual consumption expenditure of general government,"180,614.00"
,2007,Italy,"Current prices, million euro",Collective consumption expenditure of general government,"124,219.00"
,2007,Italy,"Current prices, million euro",Household and NPISH final consumption expenditure,"953,415.40"
,2007,Italy,"Current prices, million euro",Final consumption expenditure of households,"944,917.60"
,2007,Italy,"Current prices, million euro",Final consumption expenditure of NPISH,"8,497.80"
,2007,Italy,"Current prices, million euro",Actual individual consumption,"1,134,029.40"
,2007,Italy,"Current prices, million euro",Gross capital formation,"357,084.70"
,2007,Italy,"Current prices, million euro",Gross fixed capital formation,"347,176.20"
,2007,Italy,"Current prices, million euro",Changes in inventories and acquisitions less disposals of valuables,"9,908.50"
,2007,Italy,"Current prices, million euro",Changes in inventories,"7,672.20"
,2007,Italy,"Current prices, million euro",Acquisitions less disposals of valuables,"2,236.20"
,2007,Italy,"Current prices, million euro",Exports of goods and services,"441,454.70"
,2007,Italy,"Current prices, million euro",Exports of goods,"356,570.10"
,2007,Italy,"Current prices, million euro",Exports of services,"84,884.60"
,2007,Italy,"Current prices, million euro",Imports of goods and services,"447,237.00"
,2007,Italy,"Current prices, million euro",Imports of goods,"354,763.10"
,2007,Italy,"Current prices, million euro",Imports of services,"92,473.90"
,2007,Italy,"Current prices, million euro",External balance of goods and services,"-5,782.30"
,2007,Italy,"Current prices, million euro",External balance - Goods,"1,807.00"
,2007,Italy,"Current prices, million euro",External balance - Services,"-7,589.30"
,2007,Italy,"Current prices, million euro",Compensation of employees,"617,212.00"
,2007,Italy,"Current prices, million euro",Wages and salaries,"450,349.20"
,2007,Italy,"Current prices, million euro",Employers' social contributions,"166,862.70"
,2007,Italy,"Current prices, million euro","Operating surplus and mixed income, gross","782,259.80"
,2007,Italy,"Current prices, million euro",Taxes on production and imports less subsidies,"210,079.00"
,2007,Italy,"Current prices, million euro",Taxes on production and imports,"233,713.00"
,2007,Italy,"Current prices, million euro",Subsidies,"23,634.00"
,2007,Italy,"Current prices, million euro",Taxes less subsidies on products,"163,786.00"
,2007,Italy,"Current prices, million euro",Taxes on products,"177,091.00"
,2007,Italy,"Current prices, million euro",Subsidies on products,"13,305.00"
,2007,Italy,"Current prices, million euro",Statistical discrepancy (production approach),0
,2007,Italy,"Current prices, million euro",Statistical discrepancy (expenditure approach),0
,2007,Italy,"Current prices, million euro",Statistical discrepancy (income approach),0
